Rock_name,SiO2(wt%),TiO2(wt%),Al2O3(wt%),FeOT(wt%),CaO(wt%),MgO(wt%),MnO(wt%),P2O5(wt%),Na2O+K2O,Na2O+K2O/SiO2
Rhyolite,79.66,0.33,12.6,1.39,0.56,0.12,0.09,0.06,4.91,0.06163695707
Rhyolite,79.73,0.47,12.01,1.48,1.22,0.23,0.09,0.03,2.5,0.03135582591
Rhyolite,79.72,0.12,14.41,1.69,0.79,0.33,0.02,0.03,2.86,0.03587556448
Rhyolite,77.39,0.46,12.92,1.16,0.64,0.46,0.01,0.09,5.1,0.06589998708
Rhyolite,79.77,0.27,13.99,0.78,0.73,0.47,0.03,0.02,2.16,0.02707784882
Rhyolite,71.11,0.22,14.97,0.52,0.83,0.49,0.03,0.04,9.67,0.1359864998
Rhyolite,75.84,0.41,12.11,1.41,1.1,0.18,0.06,0.05,8.07,0.1064082278
Rhyolite,79.63,0.31,13.64,1.76,1.32,0.42,0.04,0.04,3.49,0.04382770313
Rhyolite,79.13,0.38,14.32,1.7,0.81,0.23,0.07,0.07,2.54,0.03209907747
Rhyolite,72.75,0.44,12.64,1.94,1.45,0.32,0.08,0.08,9.23,0.1268728522
Rhyolite,80.91,0.21,12.98,0.59,1.11,0.32,0.02,0.08,4.6,0.05685329378
Rhyolite,81.54,0.38,14.81,0.69,1.22,0.18,0.03,0.04,2.1,0.02575423105
Rhyolite,81.85,0.27,12.29,0.5,1.4,0.31,0.04,0.09,1.89,0.02309102016
Rhyolite,71.77,0.12,14.95,1.73,1.43,0.1,0.07,0.08,8.66,0.1206632298
Rhyolite,73.46,0.49,11.49,1.39,1.18,0.29,0.05,0.07,9.23,0.1256466104
Rhyolite,74.31,0.11,11.51,0.66,0.94,0.3,0.1,0.08,9.58,0.1289193917
Rhyolite,76.62,0.24,14.19,0.9,0.64,0.3,0.08,0.09,4.48,0.05847037327
Rhyolite,72.73,0.47,14.89,1.83,0.98,0.45,0.09,0.05,9.11,0.1252578028
Rhyolite,70.9,0.43,13.69,1.29,1.37,0.24,0.02,0.02,9.28,0.1308885755
Rhyolite,80.75,0.47,13.14,1.09,1.37,0.2,0.06,0.06,2.78,0.03442724458
Rhyolite,75.98,0.5,12.48,1.88,1.22,0.12,0.08,0.09,5.87,0.07725717294
Rhyolite,77.15,0.35,12.77,1.57,0.72,0.49,0.07,0.07,4.63,0.06001296176
Rhyolite,72.35,0.28,13.08,0.78,0.78,0.49,0.04,0.03,9.83,0.1358673117
Rhyolite,77.08,0.21,12.33,1.6,0.8,0.31,0.04,0.08,7.67,0.09950700571
Rhyolite,81.01,0.2,12.16,0.94,1.44,0.47,0.03,0.1,3.78,0.04666090606
Rhyolite,73.8,0.22,14.1,0.95,0.96,0.35,0.05,0.07,6.71,0.09092140921
Rhyolite,75.58,0.26,12.89,1.92,0.51,0.33,0.04,0.08,8.51,0.1125959248
Rhyolite,74.46,0.15,12.59,1.17,0.55,0.32,0.09,0.09,9.98,0.1340316949
Rhyolite,80.58,0.17,11.36,1.58,0.82,0.38,0.1,0.03,3.86,0.04790270539
Rhyolite,73.98,0.23,12.16,1.56,0.56,0.27,0.09,0.03,8.62,0.1165179778
Rhyolite,80.26,0.15,13.92,1.32,0.57,0.48,0.06,0.08,1.8,0.02242711189
Rhyolite,79.14,0.19,14.18,0.87,1.09,0.39,0.06,0.05,2.35,0.02969421279
Rhyolite,74.38,0.13,12.44,1.46,0.89,0.24,0.06,0.05,10.42,0.1400914224
Rhyolite,76.63,0.24,13.65,1.62,0.74,0.49,0.07,0.1,4.45,0.05807125147
Rhyolite,77.46,0.3,12.17,0.96,0.94,0.4,0.05,0.07,6.49,0.08378517945
Rhyolite,74.07,0.18,11.79,0.71,1.22,0.49,0.03,0.1,9.02,0.1217766977
Rhyolite,79.36,0.26,11.68,1.81,0.69,0.22,0.03,0.08,4.37,0.05506552419
Rhyolite,79.33,0.29,13.16,1.73,0.57,0.3,0.07,0.06,3.22,0.04058994075
Rhyolite,78.13,0.47,14.35,0.53,0.66,0.18,0.04,0.07,6.01,0.07692307692
Rhyolite,77.27,0.21,13.21,1.67,1.31,0.33,0.07,0.03,6.72,0.08696777533
Rhyolite,79.29,0.48,14.68,1.74,0.99,0.49,0.02,0.04,1.75,0.02207087905
Rhyolite,75.93,0.3,11.96,1.99,0.92,0.13,0.08,0.03,6.44,0.08481496115
Rhyolite,77.22,0.28,12.99,1.11,1.33,0.12,0.08,0.07,6.16,0.07977207977
Rhyolite,73.08,0.26,14.02,0.6,1.06,0.24,0.05,0.04,10.93,0.1495621237
Rhyolite,72.07,0.4,14.49,1.06,0.55,0.35,0.05,0.04,8.74,0.1212709865
Rhyolite,79.72,0.49,13.84,1.6,1.14,0.15,0.03,0.04,3.38,0.04239839438
Rhyolite,78.72,0.35,11.36,0.79,0.97,0.19,0.02,0.03,7.52,0.09552845528
Rhyolite,76.58,0.49,14.37,0.86,0.75,0.42,0.03,0.06,5.06,0.06607469313
Rhyolite,73.33,0.16,13.58,1.08,0.86,0.39,0.03,0.06,9.89,0.1348697668
Rhyolite,76.53,0.49,11.58,0.97,1.17,0.27,0.08,0.06,6.48,0.08467267738
Rhyolite,72.91,0.18,12.89,1.24,0.79,0.25,0.02,0.02,9.31,0.1276916747
Rhyolite,74.1,0.33,12.48,1.05,1.4,0.42,0.08,0.07,10.15,0.136977058
Rhyolite,80.63,0.27,14.94,1.21,1.4,0.32,0.01,0.05,2.1,0.02604489644
Rhyolite,77.64,0.3,11.01,1.9,1.29,0.25,0.09,0.04,6.99,0.0900309119
Rhyolite,74.57,0.25,13.94,1.88,1.14,0.27,0.06,0.02,5.37,0.07201287381
Rhyolite,76.72,0.36,12.63,1.89,0.8,0.46,0.09,0.07,4.28,0.05578727842
Rhyolite,77.72,0.17,14.5,1.76,0.56,0.49,0.09,0.09,2.35,0.0302367473
Rhyolite,71.19,0.46,13.44,0.69,1.16,0.15,0.02,0.06,11.45,0.1608371962
Rhyolite,78.44,0.11,12.64,1.78,0.57,0.18,0.03,0.04,3.39,0.04321774605
Rhyolite,77.86,0.48,14.8,1.45,1.35,0.27,0.01,0.05,3.29,0.04225533008
Rhyolite,75.71,0.26,14.87,1.3,0.6,0.33,0.02,0.08,7.69,0.1015717871
Rhyolite,74.31,0.33,14.78,1.8,1.27,0.35,0.04,0.06,5.43,0.07307226484
Rhyolite,76.63,0.37,12,0.79,1.13,0.23,0.09,0.1,7.92,0.1033537779
Rhyolite,75.82,0.15,13.66,0.92,1.12,0.32,0.08,0.05,5.99,0.07900290161
Rhyolite,82.32,0.23,11.5,0.92,0.92,0.28,0.09,0.04,4.02,0.04883381924
Rhyolite,69.77,0.16,13.09,1.98,0.51,0.13,0.1,0.07,11.67,0.167263867
Rhyolite,81.31,0.47,11.42,1.79,1.38,0.39,0.03,0.1,2.02,0.02484319272
Rhyolite,70.1,0.32,12.77,1.18,0.61,0.33,0.02,0.05,11.63,0.1659058488
Rhyolite,80.84,0.27,11.02,1.16,0.85,0.21,0.08,0.03,3.82,0.04725383474
Rhyolite,69.15,0.23,14.13,1.2,1.33,0.39,0.09,0.06,10.55,0.1525668836
Rhyolite,78.51,0.26,11.7,1.15,1.38,0.3,0.05,0.05,4.78,0.06088396383
Rhyolite,80.13,0.27,13.8,0.54,1.1,0.13,0.1,0.02,4.09,0.05104205666
Rhyolite,81.37,0.37,13.71,1.61,1.45,0.25,0.02,0.04,1.9,0.02335012904
Rhyolite,69.17,0.15,12.57,1.15,1.47,0.43,0.02,0.07,12.34,0.1784010409
Rhyolite,73.86,0.27,11.09,1.37,1.12,0.43,0.08,0.03,10.17,0.1376929326
Rhyolite,75.23,0.37,14.67,0.61,0.53,0.22,0.03,0.08,9.07,0.1205636049
Rhyolite,71.23,0.2,14.5,1.66,0.51,0.49,0.02,0.06,11.06,0.1552716552
Rhyolite,74.35,0.34,14.51,1.03,1.21,0.16,0.07,0.09,8.06,0.108406187
Rhyolite,78.82,0.41,11.67,1.52,1.39,0.37,0.02,0.09,6.1,0.07739152499
Rhyolite,79.32,0.23,11.6,1.87,0.6,0.14,0.03,0.05,5.22,0.06580937973
Rhyolite,75.59,0.47,13.92,1.54,0.72,0.21,0.02,0.05,8.24,0.1090091282
Rhyolite,79.23,0.11,13.81,1.36,0.6,0.41,0.03,0.05,1.95,0.02461188944
Rhyolite,81.69,0.28,12.85,1.86,0.69,0.37,0.05,0.06,2.21,0.02705349492
Rhyolite,77.17,0.45,11.82,1.51,0.86,0.31,0.07,0.1,7.32,0.0948555138
Rhyolite,74.72,0.2,14.38,0.62,1.46,0.36,0.06,0.05,9.15,0.1224571734
Rhyolite,69.42,0.42,14.38,1.86,0.93,0.37,0.02,0.08,11.77,0.1695476808
Rhyolite,76.45,0.49,11.05,1.76,0.81,0.29,0.09,0.09,7.87,0.1029431001
Rhyolite,71.63,0.44,12.45,1.81,1.25,0.23,0.02,0.06,9.56,0.1334636326
Rhyolite,74.67,0.12,14.11,1.77,0.68,0.12,0.01,0.03,9.46,0.1266907727
Rhyolite,71.22,0.25,12.96,1.85,0.71,0.45,0.02,0.09,11.44,0.1606290368
Rhyolite,76.66,0.2,11.86,1.11,1.13,0.18,0.04,0.06,7.72,0.1007044091
Rhyolite,73.45,0.31,11.01,0.72,0.88,0.33,0.08,0.07,10.44,0.1421375085
Rhyolite,81.11,0.49,12.39,1.4,0.61,0.13,0.08,0.07,4.08,0.05030205893
Rhyolite,77.99,0.2,12.46,1.58,0.71,0.24,0.04,0.03,7.38,0.09462751635
Rhyolite,80.76,0.26,13.7,1.97,0.8,0.27,0.09,0.06,1.43,0.01770678554
Rhyolite,72.87,0.15,12.68,1.48,1.44,0.5,0.08,0.09,9.17,0.1258405379
Rhyolite,76.98,0.46,11.88,0.78,1.02,0.21,0.07,0.1,7.87,0.1022343466
Rhyolite,78.64,0.49,11.5,0.9,0.92,0.21,0.05,0.04,4.59,0.05836724313
Rhyolite,76.82,0.12,12.24,0.59,1.3,0.39,0.02,0.05,8.91,0.1159854205
Rhyolite,77.83,0.32,11.02,0.65,1.49,0.26,0.04,0.05,8.7,0.1117820892
Rhyolite,78.84,0.38,12.23,0.98,1,0.31,0.09,0.09,5.25,0.06659056317
Rhyolite,78.07,0.38,12.75,1.89,0.84,0.36,0.01,0.09,3.12,0.03996413475
Rhyolite,80.96,0.47,12.73,1.61,1.06,0.13,0.03,0.09,2.92,0.03606719368
Rhyolite,81.66,0.3,11.04,0.75,0.52,0.25,0.08,0.06,5.63,0.06894440362
Rhyolite,79.92,0.26,12.41,1.43,1.41,0.46,0.01,0.06,2.04,0.02552552553
Rhyolite,71.95,0.45,14.54,0.64,0.87,0.13,0.08,0.07,8.8,0.1223071577
Rhyolite,72.96,0.25,13.15,1.26,1.21,0.12,0.01,0.02,9.39,0.1287006579
Rhyolite,72.15,0.28,12.72,1.92,1.4,0.29,0.03,0.02,10.07,0.1395703396
Rhyolite,74.81,0.35,14.39,1.38,1.21,0.48,0.04,0.08,6.39,0.08541638818
Rhyolite,76.95,0.16,12.88,0.87,0.99,0.13,0.07,0.09,6.28,0.081611436
Rhyolite,74.65,0.41,14.34,1.42,1.03,0.12,0.02,0.02,6.57,0.08801071668
Rhyolite,76.36,0.2,11.8,1.05,1.32,0.46,0.03,0.06,8.79,0.1151126244
Rhyolite,76.83,0.22,12.6,1.4,0.85,0.43,0.04,0.07,5.14,0.06690095015
Rhyolite,78.82,0.13,14.07,1.89,0.99,0.19,0.08,0.02,3.5,0.04440497336
Rhyolite,73.31,0.14,12.81,0.65,1.45,0.38,0.03,0.04,8.94,0.1219478925
Rhyolite,76.42,0.22,13.26,1.57,0.62,0.34,0.09,0.03,7.98,0.1044229259
Rhyolite,75.58,0.12,14.79,0.55,1.05,0.37,0.08,0.07,4.92,0.0650965864
Rhyolite,75.7,0.46,12.74,0.66,0.94,0.35,0.04,0.06,7.98,0.1054161162
Rhyolite,79.22,0.44,13.83,1.47,0.83,0.41,0.06,0.09,1.64,0.02070184297
Rhyolite,77.43,0.17,14.49,0.71,1.37,0.2,0.09,0.06,5.91,0.07632700504
Rhyolite,71.66,0.35,12.65,1.01,1.35,0.26,0.1,0.06,10.62,0.1481998325
Rhyolite,80.98,0.37,14.37,1.91,0.57,0.18,0.08,0.02,2.17,0.02679673994
Rhyolite,72.54,0.44,12.07,1.43,1.21,0.23,0.05,0.1,9.75,0.1344086022
Rhyolite,76.46,0.45,14.39,1.8,1.43,0.41,0.1,0.1,2.78,0.03635888046
Rhyolite,72.92,0.1,11.86,1.8,1.47,0.11,0.08,0.1,9.05,0.1241086122
Rhyolite,76.66,0.21,12.49,1.71,0.76,0.36,0.09,0.07,6.09,0.07944169058
Rhyolite,71.23,0.19,13.48,1.71,1.21,0.16,0.04,0.08,9.86,0.138424821
Rhyolite,76.91,0.2,11.88,1.25,1.46,0.41,0.08,0.04,6.42,0.08347419061
Rhyolite,80.01,0.5,11.07,0.61,0.74,0.3,0.03,0.09,6.64,0.0829896263
Rhyolite,77.4,0.13,11.72,1.92,1.27,0.28,0.04,0.03,5.46,0.07054263566
Rhyolite,82,0.26,12.82,1.34,1.48,0.11,0.1,0.04,1.84,0.02243902439
Rhyolite,69.73,0.41,12.8,1.39,1.36,0.3,0.05,0.08,11.18,0.1603327119
Rhyolite,80.17,0.26,12.22,1.96,1.18,0.21,0.07,0.05,1.4,0.01746289136
Rhyolite,80.37,0.25,13.76,1.84,1.05,0.4,0.02,0.09,1.5,0.01866368048
Rhyolite,80.76,0.49,14.21,1.09,1.2,0.22,0.04,0.04,1.81,0.02241208519
Rhyolite,76.64,0.22,14.72,2,0.6,0.21,0.08,0.02,5.56,0.07254697286
Rhyolite,77.51,0.19,14.06,0.57,0.92,0.38,0.09,0.02,3.49,0.0450264482
Rhyolite,80.11,0.39,12.71,1.15,1.09,0.13,0.1,0.1,4.67,0.05829484459
Rhyolite,73.58,0.4,14.51,1.9,1.02,0.5,0.08,0.08,5.17,0.0702636586
Rhyolite,79.09,0.43,14.93,1.19,0.65,0.28,0.07,0.08,1.84,0.02326463523
Rhyolite,78.46,0.48,14.48,1.33,1.07,0.37,0.06,0.07,3.93,0.05008921744
Rhyolite,70.94,0.17,14.02,1.57,0.56,0.15,0.1,0.07,9.79,0.138003947
Rhyolite,70.69,0.27,12.06,1.82,1.33,0.3,0.04,0.04,10.65,0.1506578017
Rhyolite,74.16,0.16,12.51,1.46,1.34,0.11,0.01,0.07,8.86,0.1194714132
Rhyolite,70.94,0.37,12.12,1.82,1.46,0.42,0.01,0.09,10.08,0.1420919087
Rhyolite,71.68,0.21,12.84,1.5,0.78,0.22,0.06,0.02,10.65,0.1485770089
Rhyolite,78.45,0.3,12.8,0.89,1.19,0.24,0.09,0.07,4.58,0.05838113448
Rhyolite,72.85,0.36,14.75,1.62,1.18,0.37,0.03,0.04,8.7,0.1194234729
Rhyolite,74.41,0.38,13.15,0.73,1.4,0.45,0.04,0.03,7.41,0.09958338933
Rhyolite,72.39,0.36,11.7,1.88,0.75,0.27,0.04,0.06,10.86,0.1500207211
Rhyolite,79.27,0.23,12.18,0.82,1.03,0.23,0.09,0.04,3.9,0.04919894033
Rhyolite,73.62,0.25,12.03,0.58,0.9,0.4,0.06,0.06,9.95,0.1351534909
Rhyolite,78.18,0.34,11.03,1.92,0.61,0.43,0.01,0.07,5.87,0.07508314147
Rhyolite,79.02,0.35,12.33,1.89,1.14,0.18,0.01,0.02,5.18,0.06555302455
Rhyolite,75.6,0.36,14.73,1.1,1.13,0.14,0.07,0.04,7.59,0.1003968254
Rhyolite,79.89,0.24,13.24,1.47,1.22,0.43,0.03,0.09,3.95,0.0494429841
Rhyolite,79.22,0.12,11.92,0.55,1.32,0.16,0.07,0.02,6.42,0.08104014138
Rhyolite,70.42,0.5,12.69,1.92,1.45,0.45,0.06,0.09,10.31,0.1464072707
Rhyolite,71.29,0.13,13.48,1.96,1.17,0.13,0.05,0.03,11.03,0.1547201571
Rhyolite,71.96,0.25,13.94,0.84,1.44,0.21,0.06,0.02,10.6,0.1473040578
Rhyolite,75.7,0.28,12.5,1.58,1.11,0.17,0.03,0.05,6.65,0.08784676354
Rhyolite,79.14,0.28,14.81,1.4,0.61,0.39,0.07,0.06,1.59,0.02009097801
Rhyolite,70.08,0.37,14.39,1.05,0.9,0.3,0.05,0.08,11.32,0.1615296804
Rhyolite,76.07,0.22,14.95,1.48,0.7,0.29,0.08,0.08,5.31,0.06980412778
Rhyolite,77.62,0.21,12.68,1.42,0.71,0.16,0.07,0.03,4.8,0.06183973203
Rhyolite,80.43,0.15,11.95,1.34,1.44,0.12,0.09,0.09,2.29,0.0284719632
Rhyolite,69.2,0.46,14.88,1.79,1.41,0.25,0.07,0.1,9.23,0.1333815029
Rhyolite,71.92,0.28,14.6,0.81,1.32,0.49,0.02,0.07,8.24,0.1145717464
Rhyolite,77.71,0.27,13.28,1.79,0.55,0.39,0.07,0.08,4.85,0.06241153005
Rhyolite,77.18,0.41,13.96,1.64,0.57,0.23,0.05,0.05,6.82,0.08836486136
Rhyolite,76.33,0.5,13.42,1.2,0.94,0.23,0.03,0.04,5.72,0.07493777021
Rhyolite,73.19,0.12,13.55,0.99,1.22,0.21,0.09,0.02,8.66,0.1183221752
Rhyolite,72.99,0.41,12.15,1.16,0.56,0.4,0.1,0.04,10.06,0.1378270996
Rhyolite,70.56,0.43,12.54,1.74,1.01,0.49,0.04,0.04,11.75,0.1665249433
Rhyolite,79.56,0.26,11.13,0.53,0.92,0.45,0.09,0.07,6.69,0.08408748115
Rhyolite,78.81,0.29,12.14,1.43,0.9,0.39,0.02,0.05,5.47,0.0694074356
Rhyolite,72.08,0.33,11.42,1.65,1.24,0.42,0.07,0.03,10.45,0.1449778024
Rhyolite,76.86,0.42,11.85,1.74,0.96,0.25,0.09,0.1,5.11,0.0664845173
Rhyolite,69.12,0.21,14.67,0.5,0.69,0.42,0.05,0.02,11.33,0.1639178241
Rhyolite,74.97,0.24,12.5,1.35,0.89,0.38,0.08,0.02,7.88,0.1051087102
Rhyolite,72.06,0.13,12.08,1.77,1.09,0.17,0.01,0.07,11.11,0.1541770747
Rhyolite,79.14,0.29,14.63,1.42,0.87,0.44,0.08,0.05,1.3,0.0164265858
Rhyolite,82.58,0.22,11.81,0.8,1.5,0.22,0.1,0.05,3.54,0.0428675224
Rhyolite,71.45,0.23,14.42,1.09,1.23,0.41,0.04,0.06,9.02,0.1262421274
Rhyolite,75.76,0.23,11.1,0.7,0.92,0.19,0.07,0.08,9.2,0.121436114
Rhyolite,82.52,0.16,12.04,0.53,0.61,0.5,0.02,0.03,3.07,0.03720310228
Rhyolite,78.46,0.44,14.38,1.25,1.15,0.38,0.05,0.04,3.14,0.04002039256
Rhyolite,77.95,0.23,13.85,1.71,0.55,0.45,0.06,0.04,3.41,0.04374599102
Rhyolite,79.08,0.45,11.95,1.91,1.17,0.1,0.08,0.03,4.75,0.0600657562
Rhyolite,72.64,0.15,11.97,1.32,1.31,0.43,0.08,0.08,10.31,0.1419328194
Rhyolite,70.53,0.31,12.03,1.89,1.37,0.31,0.01,0.07,11.72,0.1661704239
Rhyolite,76.7,0.18,11.18,1.23,1.06,0.26,0.09,0.08,8.18,0.1066492829
Rhyolite,76.03,0.19,13.04,1.23,1.37,0.16,0.08,0.03,7.96,0.1046955149
Rhyolite,71,0.41,14.92,0.86,1.22,0.48,0.02,0.06,9.99,0.1407042254
Rhyolite,72.93,0.42,13.18,1.37,0.78,0.38,0.03,0.02,9.9,0.1357466063
Rhyolite,81.49,0.21,13.94,1.05,1.25,0.5,0.04,0.1,1.71,0.02098416984
Rhyolite,76.05,0.13,11.88,0.52,0.65,0.27,0.06,0.07,9.07,0.1192636423
Rhyolite,80.34,0.18,11.93,0.5,1.17,0.47,0.05,0.06,4.16,0.05177993528
Rhyolite,80.46,0.34,12.48,1.75,0.92,0.44,0.02,0.03,4.03,0.05008699975
Rhyolite,69.81,0.33,13.37,1.86,0.55,0.48,0.05,0.04,10.87,0.1557083512
Rhyolite,71.99,0.45,14.47,0.78,1.4,0.45,0.04,0.09,11.13,0.1546048062
Rhyolite,78.66,0.27,13.5,0.56,1.35,0.13,0.04,0.07,3.91,0.04970760234
Rhyolite,73.2,0.48,11.95,1.5,0.98,0.37,0.08,0.06,8.89,0.1214480874
Rhyolite,74.12,0.32,12.58,0.74,0.88,0.17,0.08,0.08,10.15,0.1369400971
Rhyolite,71.46,0.16,12.8,1.33,0.98,0.18,0.03,0.09,10.15,0.1420375035
Rhyolite,78.1,0.21,12.02,1.74,1.1,0.48,0.01,0.02,4.9,0.06274007682
Rhyolite,76.34,0.42,14.81,1.49,0.54,0.3,0.01,0.05,6.34,0.08304951533
Rhyolite,76.92,0.34,11.72,1.31,1.08,0.31,0.09,0.06,5.85,0.07605304212
Rhyolite,77.14,0.23,14.9,1.74,0.78,0.37,0.01,0.03,4.48,0.05807622505
Rhyolite,76.53,0.48,11.75,1.3,0.57,0.31,0.03,0.04,8.02,0.104795505
Rhyolite,80.21,0.29,11.13,1.09,1.07,0.34,0.06,0.06,4.18,0.05211320284
Rhyolite,80.32,0.4,11.21,1.64,1.11,0.35,0.02,0.09,1.96,0.02440239044
Rhyolite,77.33,0.13,13.32,1.81,1.47,0.39,0.08,0.06,2.64,0.03413940256
Rhyolite,79.53,0.45,11.26,0.6,0.63,0.12,0.06,0.09,6.73,0.08462215516
Rhyolite,79.17,0.31,11.02,1.14,0.71,0.32,0.06,0.05,6.63,0.08374384236
Rhyolite,78.76,0.24,13.67,1.21,1.1,0.46,0.03,0.05,4.94,0.06272219401
Rhyolite,77.9,0.15,11.69,1.41,0.65,0.2,0.04,0.05,5.43,0.06970474968
Rhyolite,75.97,0.14,11.97,1.38,1.13,0.42,0.05,0.02,9.53,0.1254442543
Basalt,48.19,0.24,16.45,7.96,9.39,10.46,0.09,0.07,4.96,0.1029259182
Basalt,50.45,1.09,16.16,7.49,9.6,9.25,0.02,0.06,4.54,0.0899900892
Basalt,51.19,0.31,16.64,3.44,10.64,11.01,0.16,0.08,5,0.09767532721
Basalt,45.25,1.19,17.2,7.75,10.99,11.24,0.2,0.08,3.49,0.07712707182
Basalt,47.21,1.11,17.13,4.51,11.92,11.76,0.18,0.06,4.84,0.1025206524
Basalt,48.99,1.03,17.81,7.63,11.65,6.93,0.08,0.08,4.72,0.0963461931
Basalt,50.52,0.82,17.61,6.77,11.48,8.57,0.17,0.07,1.07,0.0211797308
Basalt,49.53,1.03,15.85,5.51,11.68,11.66,0.13,0.05,3.81,0.07692307692
Basalt,48.69,1.3,16.52,6.39,10.36,11.92,0.07,0.07,2.48,0.05093448347
Basalt,48.14,1.42,16.99,7.25,11.93,9.46,0.08,0.04,4.78,0.09929372663
Basalt,51.45,1.06,17.65,3.85,11.07,9.43,0.12,0.02,3.07,0.05966958212
Basalt,49.55,1.01,13.04,7.57,11.42,9.68,0.08,0.03,4.89,0.09868819374
Basalt,51.79,1.08,14.26,7.88,9.23,10.64,0.04,0.03,4.98,0.09615755937
Basalt,51.25,1.19,16.45,7.53,9.6,10.35,0.11,0.04,3.47,0.06770731707
Basalt,50.92,0.32,17.28,6.47,11.72,11.07,0.13,0.02,2.54,0.04988216811
Basalt,50.05,0.81,17.07,7.07,11.25,5.77,0.16,0.03,4.95,0.0989010989
Basalt,51.21,0.63,15.81,7.92,11.99,11.59,0.09,0.06,1.3,0.02538566686
Basalt,48.72,1.21,17.5,7,7.31,11.92,0.18,0.08,3.62,0.07430213465
Basalt,51.61,0.92,16.58,7.95,11.55,11.04,0.14,0.05,1.01,0.0195698508
Basalt,48.53,1.47,16.92,6.66,11.44,9.21,0.12,0.03,2.77,0.05707809602
Basalt,48.94,1.44,16.81,7.44,8.86,9.3,0.07,0.02,4.98,0.1017572538
Basalt,49.91,1.22,17.21,5.96,10.98,11.66,0.11,0.05,3.81,0.07633740733
Basalt,48.36,1.06,17.98,6.87,9.66,11.43,0.13,0.09,4.04,0.0835401158
Basalt,46.04,1.08,17.35,6.33,11.72,10.69,0.16,0.08,4.02,0.08731537793
Basalt,51.62,0.39,15.34,5.92,10.52,11.91,0.07,0.02,4.2,0.08136381248
Basalt,51.48,0.4,16.8,6.73,9.93,9.58,0.14,0.06,4.1,0.07964257964
Basalt,51.79,0.74,15.62,7.74,7.73,10.65,0.08,0.09,4.27,0.0824483491
Basalt,50.66,1.49,15.98,5.4,9.63,11.17,0.17,0.08,3.29,0.06494275563
Basalt,51.85,1.27,14.81,4.58,11.91,11.75,0.03,0.1,1.51,0.02912246866
Basalt,49.32,1.32,16.28,6.49,11.36,9.81,0.08,0.05,2.9,0.05879967559
Basalt,50.73,0.94,17.28,3.77,11.86,9.31,0.1,0.09,4.85,0.09560417899
Basalt,49.34,1.17,15.95,6.58,11.4,11.44,0.08,0.03,4.44,0.08998783948
Basalt,48.87,1.26,17.28,7.49,11.14,8.54,0.18,0.1,4.55,0.09310415388
Basalt,51.51,0.85,15.93,6.95,8.88,8.21,0.1,0.03,4.85,0.09415647447
Basalt,50.73,1.39,18,5.74,9.17,9.98,0.05,0.09,2.55,0.05026611473
Basalt,50.23,1.16,12.54,7.66,10.91,10.99,0.13,0.05,4.53,0.09018514832
Basalt,48.67,1.49,16.43,5.99,11.94,11.12,0.19,0.02,4.98,0.1023217588
Basalt,50.18,0.49,14.09,7.29,11.37,11.26,0.19,0.04,3.29,0.06556396971
Basalt,50.59,0.37,15.12,5.83,11.39,11.7,0.09,0.07,3.05,0.06028859458
Basalt,50.54,1.45,17.6,3.26,10.84,9.71,0.07,0.09,4.38,0.08666402849
Basalt,51.03,0.79,16.94,7.13,10.45,10.33,0.14,0.08,1.08,0.02116402116
Basalt,50.82,1.28,17.96,7.43,10.14,11.44,0.13,0.06,0.78,0.01534828808
Basalt,50.99,1.39,17.64,6.16,9.3,8.92,0.11,0.07,2.61,0.05118650716
Basalt,50.48,1.22,15.25,7.51,11.78,11.11,0.19,0.04,0.29,0.005744849445
Basalt,49.43,1.04,16.67,6.63,10.98,10.34,0.18,0.04,4.5,0.09103783128
Basalt,51.28,0.29,17.91,6.98,7.7,11.86,0.02,0.08,4.21,0.08209828393
Basalt,51.6,1.25,12.74,7.37,11.42,10.96,0.02,0.08,2.33,0.04515503876
Basalt,50.62,0.97,17.28,3.22,11.99,11.81,0.19,0.04,4.62,0.09126827341
Basalt,49.07,1.45,17.67,6.85,10.4,10.98,0.13,0.09,4.03,0.08212757286
Basalt,51.44,1.08,14.29,7.87,10.74,9.92,0.18,0.06,3.34,0.06493001555
Basalt,49.31,0.52,17.04,6.02,10.63,11.45,0.11,0.07,2.28,0.04623808558
Basalt,50.99,1.06,16.06,5.97,7.08,11.49,0.18,0.06,4.99,0.09786232595
Basalt,50.2,0.69,16.91,6.63,10.15,10.28,0.19,0.06,2.7,0.05378486056
Basalt,49.5,1.02,17.11,3.81,11.46,11.2,0.11,0.1,4.54,0.09171717172
Basalt,49.69,0.49,15.3,5.86,11.4,10.44,0.1,0.09,4.12,0.08291406722
Basalt,49.2,0.8,17.27,7.68,7.12,11.16,0.03,0.08,3.86,0.07845528455
Basalt,50.52,1.08,16.75,5.97,8.39,11.81,0.03,0.1,3.86,0.07640538401
Andesite,60.14,0.87,16.68,6.32,6.56,5.14,0.04,0.17,4.49,0.0746591287
Andesite,62.83,1.53,15.61,3.65,3.59,6.22,0.36,0.55,2.85,0.04536049658
Andesite,59.1,1.52,13.21,10.88,4.94,5.39,0.29,0.11,3.58,0.06057529611
Andesite,59.77,0.5,17.38,9.53,4.54,6.47,0.1,0.36,0.16,0.002676928225
Andesite,57.31,1.57,14.92,5.11,9.25,6.53,0.25,0.46,4.56,0.07956726575
Andesite,61.41,0.49,15.81,9.07,4.04,7.98,0.1,0.53,0.18,0.00293111871
